utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock, utilization_support_function_i
0.98;727653.0;723503.0;0;1;0;1000000;10,10000,10000,1,1737,3282.0,1755.0,0,0.0,0.0,0.0;9,19000,19000,2,48,12282.0,1821.0,0,0.0,0.0,0.0;8,21000,21000,3,1643,14282.0,3482.0,0,0.0,0.0,0.0;7,25000,25000,4,2308,18282.0,5808.0,0,0.0,0.0,0.0;6,27000,27000,5,539,20282.0,6365.0,0,0.0,0.0,0.0;5,57000,57000,6,1700,50282.0,8083.0,0,0.0,0.0,0.0;4,62000,62000,7,9764,55282.0,19686.0,0,0.0,0.0,0.0;3,73000,73000,8,20134,66282.0,56012.0,0,0.0,0.0,0.0;2,75000,75000,9,11054,68282.0,133181.0,1,0.0,0.0,0.0;1,82000,82000,10,210,71076.0,723503.0,1,0.0,0.0,0.0;
0.98;491621.0;130463.0;0;1;0;1000000;10,22000,22000,1,1863,9376.0,1881.0,0,0.0,0.0,0.0;9,24000,24000,2,649,11376.0,2548.0,0,0.0,0.0,0.0;8,25000,25000,3,4392,12376.0,6958.0,0,0.0,0.0,0.0;7,37000,37000,4,801,24376.0,7777.0,0,0.0,0.0,0.0;6,43000,43000,5,462,30376.0,8257.0,0,0.0,0.0,0.0;5,62000,62000,6,10238,49376.0,18513.0,0,0.0,0.0,0.0;4,64000,64000,7,2102,51376.0,20633.0,0,0.0,0.0,0.0;3,71000,71000,8,4481,58376.0,32090.0,0,0.0,0.0,0.0;2,85000,85000,9,4181,72376.0,36289.0,0,0.0,0.0,0.0;1,99000,99000,10,34628,86376.0,130463.0,1,0.0,0.0,0.0;
0.98;719517.0;265666.0;0;1;0;1000000;10,13000,13000,1,1087,1770.0,1105.0,0,0.0,0.0,0.0;9,18000,18000,2,410,6770.0,1533.0,0,0.0,0.0,0.0;8,29000,29000,3,4207,17770.0,5758.0,0,0.0,0.0,0.0;7,35000,35000,4,6552,23770.0,12328.0,0,0.0,0.0,0.0;6,39000,39000,5,2951,27770.0,16402.0,0,0.0,0.0,0.0;5,45000,45000,6,10301,33770.0,28254.0,0,0.0,0.0,0.0;4,54000,54000,7,2371,42770.0,34868.0,0,0.0,0.0,0.0;3,56000,56000,8,7846,44770.0,84447.0,1,0.0,0.0,0.0;2,86000,86000,9,783,74770.0,166915.0,1,0.0,0.0,0.0;1,93000,93000,10,4047,81770.0,265666.0,1,0.0,0.0,0.0;
0.98;789909.0;200047.0;0;1;0;1000000;10,21000,21000,1,1208,2799.0,1226.0,0,0.0,0.0,0.0;9,32000,32000,2,385,13799.0,1629.0,0,0.0,0.0,0.0;8,34000,34000,3,3854,15799.0,5501.0,0,0.0,0.0,0.0;7,72000,72000,4,4577,53799.0,10096.0,0,0.0,0.0,0.0;6,75000,75000,5,2924,56799.0,13038.0,0,0.0,0.0,0.0;5,79000,79000,6,26812,60799.0,46595.0,0,0.0,0.0,0.0;4,82000,82000,7,12873,63799.0,59486.0,0,0.0,0.0,0.0;3,84000,84000,8,4423,65799.0,65556.0,0,0.0,0.0,0.0;2,92000,92000,9,805,73799.0,66379.0,0,0.0,0.0,0.0;1,99000,99000,10,13530,80799.0,200047.0,1,0.0,0.0,0.0;
0.98;755928.0;190455.0;0;1;0;1000000;10,30000,30000,1,935,19074.0,953.0,0,0.0,0.0,0.0;9,35000,35000,2,8177,24074.0,9148.0,0,0.0,0.0,0.0;8,50000,50000,3,157,39074.0,9323.0,0,0.0,0.0,0.0;7,54000,54000,4,2256,43074.0,11597.0,0,0.0,0.0,0.0;6,64000,64000,5,8871,53074.0,20486.0,0,0.0,0.0,0.0;5,68000,68000,6,2357,57074.0,22861.0,0,0.0,0.0,0.0;4,69000,69000,7,7075,58074.0,29954.0,0,0.0,0.0,0.0;3,70000,70000,8,19548,59074.0,62070.0,0,0.0,0.0,0.0;2,86000,86000,9,21,75074.0,62109.0,0,0.0,0.0,0.0;1,95000,95000,10,10914,84074.0,190455.0,1,0.0,0.0,0.0;
0.98;855348.0;390530.0;0;1;0;1000000;10,28000,28000,1,6513,13498.0,6531.0,0,0.0,0.0,0.0;9,32000,32000,2,1670,17498.0,8219.0,0,0.0,0.0,0.0;8,33000,33000,3,3214,18498.0,11451.0,0,0.0,0.0,0.0;7,43000,43000,4,2063,28498.0,13532.0,0,0.0,0.0,0.0;6,48000,48000,5,2002,33498.0,15552.0,0,0.0,0.0,0.0;5,49000,49000,6,3686,34498.0,19256.0,0,0.0,0.0,0.0;4,51000,51000,7,5673,36498.0,24947.0,0,0.0,0.0,0.0;3,68000,68000,8,5556,53498.0,41972.0,0,0.0,0.0,0.0;2,79000,79000,9,17916,64498.0,121905.0,1,0.0,0.0,0.0;1,83000,83000,10,1086,68498.0,390530.0,1,0.0,0.0,0.0;
0.98;535778.0;152825.0;0;1;0;1000000;10,13000,13000,1,1177,4796.0,1195.0,0,0.0,0.0,0.0;9,20000,20000,2,3262,11796.0,4475.0,0,0.0,0.0,0.0;8,21000,21000,3,3249,12796.0,7742.0,0,0.0,0.0,0.0;7,24000,24000,4,2720,15796.0,10480.0,0,0.0,0.0,0.0;6,34000,34000,5,211,25796.0,10709.0,0,0.0,0.0,0.0;5,35000,35000,6,344,26796.0,11071.0,0,0.0,0.0,0.0;4,54000,54000,7,16120,45796.0,47217.0,0,0.0,0.0,0.0;3,56000,56000,8,83,47796.0,47318.0,0,0.0,0.0,0.0;2,69000,69000,9,1418,60796.0,51492.0,0,0.0,0.0,0.0;1,90000,90000,10,10945,81796.0,152825.0,1,0.0,0.0,0.0;
0.98;664091.0;407775.0;0;1;0;1000000;10,26000,26000,1,3085,10299.0,3103.0,0,0.0,0.0,0.0;9,27000,27000,2,4085,11299.0,7206.0,0,0.0,0.0,0.0;8,29000,29000,3,3007,13299.0,10231.0,0,0.0,0.0,0.0;7,52000,52000,4,6351,36299.0,16600.0,0,0.0,0.0,0.0;6,67000,67000,5,12835,51299.0,39684.0,0,0.0,0.0,0.0;5,75000,75000,6,195,59299.0,39897.0,0,0.0,0.0,0.0;4,79000,79000,7,133,63299.0,40048.0,0,0.0,0.0,0.0;3,85000,85000,8,20249,69299.0,100363.0,1,0.0,0.0,0.0;2,97000,97000,9,2927,81299.0,247744.0,1,0.0,0.0,0.0;1,99000,99000,10,1969,83299.0,407775.0,1,0.0,0.0,0.0;
0.98;467454.0;168016.0;0;1;0;1000000;10,26000,26000,1,5941,8714.0,5959.0,0,0.0,0.0,0.0;9,36000,36000,2,2362,18714.0,8339.0,0,0.0,0.0,0.0;8,39000,39000,3,1882,21714.0,10239.0,0,0.0,0.0,0.0;7,40000,40000,4,298,22714.0,10555.0,0,0.0,0.0,0.0;6,51000,51000,5,2423,33714.0,12996.0,0,0.0,0.0,0.0;5,60000,60000,6,9957,42714.0,22971.0,0,0.0,0.0,0.0;4,67000,67000,7,6682,49714.0,35630.0,0,0.0,0.0,0.0;3,68000,68000,8,5364,50714.0,45608.0,0,0.0,0.0,0.0;2,70000,70000,9,2865,52714.0,48491.0,0,0.0,0.0,0.0;1,95000,95000,10,18721,77714.0,168016.0,1,0.0,0.0,0.0;
0.98;518099.0;256417.0;0;1;0;1000000;10,10000,10000,1,372,1620.0,390.0,0,0.0,0.0,0.0;9,24000,24000,2,5032,15620.0,5440.0,0,0.0,0.0,0.0;8,25000,25000,3,1731,16620.0,7189.0,0,0.0,0.0,0.0;7,26000,26000,4,2940,17620.0,10537.0,0,0.0,0.0,0.0;6,29000,29000,5,5762,20620.0,16317.0,0,0.0,0.0,0.0;5,29000,29000,6,2945,20620.0,19280.0,0,0.0,0.0,0.0;4,34000,34000,7,1157,25620.0,20845.0,0,0.0,0.0,0.0;3,38000,38000,8,2654,29620.0,23517.0,0,0.0,0.0,0.0;2,52000,52000,9,6805,43620.0,107586.0,1,0.0,0.0,0.0;1,63000,63000,10,984,53499.0,256417.0,1,0.0,0.0,0.0;
