utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock, utilization_support_function_i
0.9;151405.0;102255.0;0;1;0;1000000;20,10000,10000,1,4,616.0,22.0,0,0.0012460000000000001,0.00072,0.000992;19,10000,10000,2,576,616.0,616.0,0,0.0012460000000000001,0.00072,0.000992;18,11000,11000,3,308,942.0,942.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;17,14000,14000,4,13,973.0,973.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;16,17000,17000,5,172,1395.0,1163.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;15,20000,20000,6,636,4395.0,1817.0,0,0.0006230000000000001,0.00036,0.000496;14,21000,21000,7,3239,5395.0,5074.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;13,21000,21000,8,303,5395.0,5395.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;12,38000,38000,9,5375,11730.0,11730.0,0,0.0003278947368421053,0.00018947368421052632,0.00026105263157894735;11,40000,40000,10,8,13156.0,11756.0,0,0.00031150000000000004,0.00018,0.000248;10,40000,40000,11,1382,13156.0,13156.0,0,0.00031150000000000004,0.00018,0.000248;9,43000,43000,12,262,14260.0,13436.0,0,0.0002897674418604651,0.00016744186046511629,0.00023069767441860465;8,53000,53000,13,2799,24260.0,16284.0,0,0.00023509433962264152,0.0001358490566037736,0.00018716981132075472;7,55000,55000,14,4594,26260.0,26260.0,0,0.00022654545454545456,0.0001309090909090909,0.00018036363636363635;6,65000,65000,15,4710,34307.0,31635.0,0,0.0001916923076923077,0.00011076923076923077,0.00015261538461538461;5,66000,66000,16,1316,35307.0,32969.0,0,0.0001887878787878788,0.00010909090909090909,0.0001503030303030303;4,68000,68000,17,1829,37307.0,35332.0,0,0.00018323529411764708,0.00010588235294117647,0.00014588235294117646;3,76000,76000,18,86,45307.0,35436.0,0,0.00016394736842105265,9.473684210526316e-05,0.00013052631578947368;2,85000,85000,19,3398,54307.0,51962.0,0,0.00014658823529411765,8.470588235294118e-05,0.00011670588235294117;1,98000,98000,20,9796,67307.0,102255.0,1,0.00012714285714285716,7.346938775510205e-05,0.00010122448979591836;
0.9;93107.0;82654.0;0;1;0;1000000;20,10000,10000,1,204,733.0,222.0,0,0.0012460000000000001,0.00072,0.000992;19,10000,10000,2,18,733.0,258.0,0,0.0012460000000000001,0.00072,0.000992;18,10000,10000,3,457,733.0,733.0,0,0.0012460000000000001,0.00072,0.000992;17,12000,12000,4,840,1591.0,1591.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;16,14000,14000,5,630,2239.0,2239.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;15,15000,15000,6,46,2303.0,2303.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;14,20000,20000,7,768,3825.0,3089.0,0,0.0006230000000000001,0.00036,0.000496;13,21000,21000,8,1718,4825.0,4825.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;12,22000,22000,9,276,5119.0,5119.0,0,0.0005663636363636364,0.00032727272727272726,0.0004509090909090909;11,26000,26000,10,165,8279.0,5302.0,0,0.0004792307692307693,0.00027692307692307695,0.00038153846153846153;10,33000,33000,11,320,15279.0,5640.0,0,0.0003775757575757576,0.00021818181818181818,0.0003006060606060606;9,33000,33000,12,1351,15279.0,7009.0,0,0.0003775757575757576,0.00021818181818181818,0.0003006060606060606;8,34000,34000,13,2930,16279.0,9957.0,0,0.00036647058823529417,0.00021176470588235295,0.0002917647058823529;7,42000,42000,14,2282,24279.0,13848.0,0,0.0002966666666666667,0.00017142857142857143,0.00023619047619047618;6,47000,47000,15,9646,29279.0,29462.0,0,0.0002651063829787234,0.00015319148936170213,0.00021106382978723404;5,51000,51000,16,327,32086.0,29807.0,0,0.0002443137254901961,0.0001411764705882353,0.00019450980392156863;4,52000,52000,17,537,33086.0,31159.0,0,0.00023961538461538464,0.00013846153846153847,0.00019076923076923077;3,53000,53000,18,1655,34086.0,32832.0,0,0.00023509433962264152,0.0001358490566037736,0.00018716981132075472;2,63000,63000,19,3051,44086.0,73999.0,1,0.00019777777777777778,0.00011428571428571428,0.00015746031746031745;1,70000,70000,20,3802,51086.0,82654.0,1,0.00017800000000000002,0.00010285714285714286,0.0001417142857142857;
0.9;71619.0;71619.0;0;1;1;1000000;20,10000,10000,1,514,553.0,532.0,0,0.0012460000000000001,0.00072,0.000992;19,11000,11000,2,177,1553.0,727.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;18,12000,12000,3,1486,2553.0,2231.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;17,12000,12000,4,304,2553.0,2553.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;16,14000,14000,5,40,3249.0,2611.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;15,15000,15000,6,1620,4249.0,4249.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;14,16000,16000,7,352,4735.0,4619.0,0,0.00077875,0.00045,0.00062;13,18000,18000,8,1620,6735.0,6257.0,0,0.0006922222222222222,0.0004,0.0005511111111111112;12,21000,21000,9,630,9735.0,6905.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;11,22000,22000,10,2153,10735.0,9076.0,0,0.0005663636363636364,0.00032727272727272726,0.0004509090909090909;10,23000,23000,11,161,11735.0,9255.0,0,0.0005417391304347826,0.0003130434782608696,0.000431304347826087;9,24000,24000,12,847,12735.0,10652.0,0,0.0005191666666666667,0.00030000000000000003,0.0004133333333333333;8,30000,30000,13,71,18735.0,10741.0,0,0.00041533333333333336,0.00024,0.00033066666666666666;7,36000,36000,14,679,24735.0,11633.0,0,0.0003461111111111111,0.0002,0.0002755555555555556;6,37000,37000,15,17,25735.0,11668.0,0,0.00033675675675675677,0.0001945945945945946,0.0002681081081081081;5,42000,42000,16,1359,30735.0,14929.0,0,0.0002966666666666667,0.00017142857142857143,0.00023619047619047618;4,43000,43000,17,1707,31735.0,20832.0,0,0.0002897674418604651,0.00016744186046511629,0.00023069767441860465;3,45000,45000,18,5622,33735.0,35238.0,0,0.0002768888888888889,0.00016,0.00022044444444444444;2,58000,58000,19,877,39508.0,40861.0,0,0.00021482758620689656,0.00012413793103448277,0.00017103448275862068;1,92000,92000,20,2492,70724.0,71619.0,0,0.00013543478260869565,7.82608695652174e-05,0.00010782608695652174;
0.9;102006.0;92609.0;0;1;0;1000000;20,11000,11000,1,22,40.0,40.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;19,12000,12000,2,861,919.0,919.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;18,16000,16000,3,1324,3950.0,2261.0,0,0.00077875,0.00045,0.00062;17,18000,18000,4,967,5950.0,3246.0,0,0.0006922222222222222,0.0004,0.0005511111111111112;16,19000,19000,5,263,6950.0,3527.0,0,0.0006557894736842106,0.00037894736842105265,0.0005221052631578947;15,19000,19000,6,1432,6950.0,4977.0,0,0.0006557894736842106,0.00037894736842105265,0.0005221052631578947;14,20000,20000,7,750,7950.0,5745.0,0,0.0006230000000000001,0.00036,0.000496;13,21000,21000,8,1600,8950.0,7363.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;12,22000,22000,9,2569,9950.0,9950.0,0,0.0005663636363636364,0.00032727272727272726,0.0004509090909090909;11,25000,25000,10,79,10392.0,10047.0,0,0.0004984000000000001,0.000288,0.0003968;10,25000,25000,11,327,10392.0,10392.0,0,0.0004984000000000001,0.000288,0.0003968;9,30000,30000,12,278,13351.0,10688.0,0,0.00041533333333333336,0.00024,0.00033066666666666666;8,38000,38000,13,84,21351.0,10790.0,0,0.0003278947368421053,0.00018947368421052632,0.00026105263157894735;7,38000,38000,14,4964,21351.0,27083.0,0,0.0003278947368421053,0.00018947368421052632,0.00026105263157894735;6,49000,49000,15,565,32351.0,27666.0,0,0.0002542857142857143,0.0001469387755102041,0.00020244897959183672;5,50000,50000,16,167,33351.0,27851.0,0,0.00024920000000000004,0.000144,0.0001984;4,53000,53000,17,3639,36351.0,31804.0,0,0.00023509433962264152,0.0001358490566037736,0.00018716981132075472;3,61000,61000,18,1250,44351.0,34454.0,0,0.00020426229508196722,0.00011803278688524591,0.00016262295081967212;2,61000,61000,19,2341,44351.0,69147.0,1,0.00020426229508196722,0.00011803278688524591,0.00016262295081967212;1,76000,76000,20,3409,59351.0,92609.0,1,0.00016394736842105265,9.473684210526316e-05,0.00013052631578947368;
0.9;139708.0;125293.0;0;1;0;1000000;20,10000,10000,1,598,1416.0,616.0,0,0.0012460000000000001,0.00072,0.000992;19,10000,10000,2,782,1416.0,1416.0,0,0.0012460000000000001,0.00072,0.000992;18,11000,11000,3,786,2220.0,2220.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;17,12000,12000,4,323,2561.0,2561.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;16,13000,13000,5,30,2609.0,2609.0,0,0.0009584615384615386,0.0005538461538461539,0.0007630769230769231;15,15000,15000,6,856,3483.0,3483.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;14,16000,16000,7,237,4250.0,3738.0,0,0.00077875,0.00045,0.00062;13,16000,16000,8,494,4250.0,4250.0,0,0.00077875,0.00045,0.00062;12,17000,17000,9,757,5025.0,5025.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;11,21000,21000,10,496,5539.0,5539.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;10,23000,23000,11,303,5860.0,5860.0,0,0.0005417391304347826,0.0003130434782608696,0.000431304347826087;9,28000,28000,12,1017,6895.0,6895.0,0,0.00044500000000000003,0.00025714285714285715,0.00035428571428571426;8,36000,36000,13,307,13169.0,7220.0,0,0.0003461111111111111,0.0002,0.0002755555555555556;7,37000,37000,14,4322,14169.0,14169.0,0,0.00033675675675675677,0.0001945945945945946,0.0002681081081081081;6,43000,43000,15,1117,16948.0,16945.0,0,0.0002897674418604651,0.00016744186046511629,0.00023069767441860465;5,44000,44000,16,210,17948.0,17948.0,0,0.0002831818181818182,0.00016363636363636363,0.00022545454545454545;4,52000,52000,17,1129,25521.0,19095.0,0,0.00023961538461538464,0.00013846153846153847,0.00019076923076923077;3,63000,63000,18,6383,36521.0,29975.0,0,0.00019777777777777778,0.00011428571428571428,0.00015746031746031745;2,92000,92000,19,11400,65521.0,92791.0,1,0.00013543478260869565,7.82608695652174e-05,0.00010782608695652174;1,94000,94000,20,773,67116.0,125293.0,1,0.0001325531914893617,7.659574468085106e-05,0.00010553191489361702;
0.9;87604.0;87604.0;0;1;1;1000000;20,10000,10000,1,2114,2132.0,2132.0,0,0.0012460000000000001,0.00072,0.000992;19,11000,11000,2,18,2168.0,2168.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;18,13000,13000,3,298,2510.0,2484.0,0,0.0009584615384615386,0.0005538461538461539,0.0007630769230769231;17,13000,13000,4,8,2510.0,2510.0,0,0.0009584615384615386,0.0005538461538461539,0.0007630769230769231;16,15000,15000,5,1264,3792.0,3792.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;15,17000,17000,6,55,4050.0,3865.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;14,17000,17000,7,167,4050.0,4050.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;13,24000,24000,8,1278,7850.0,5346.0,0,0.0005191666666666667,0.00030000000000000003,0.0004133333333333333;12,24000,24000,9,2486,7850.0,7850.0,0,0.0005191666666666667,0.00030000000000000003,0.0004133333333333333;11,31000,31000,10,328,12394.0,8196.0,0,0.0004019354838709678,0.00023225806451612904,0.00031999999999999997;10,33000,33000,11,3223,14394.0,13947.0,0,0.0003775757575757576,0.00021818181818181818,0.0003006060606060606;9,33000,33000,12,429,14394.0,14394.0,0,0.0003775757575757576,0.00021818181818181818,0.0003006060606060606;8,37000,37000,13,265,18312.0,14677.0,0,0.00033675675675675677,0.0001945945945945946,0.0002681081081081081;7,52000,52000,14,1973,33312.0,18208.0,0,0.00023961538461538464,0.00013846153846153847,0.00019076923076923077;6,53000,53000,15,806,34312.0,19032.0,0,0.00023509433962264152,0.0001358490566037736,0.00018716981132075472;5,54000,54000,16,4382,35312.0,29742.0,0,0.00023074074074074075,0.00013333333333333334,0.0001837037037037037;4,55000,55000,17,906,36312.0,38691.0,0,0.00022654545454545456,0.0001309090909090909,0.00018036363636363635;3,59000,59000,18,5094,40312.0,47595.0,0,0.0002111864406779661,0.00012203389830508475,0.00016813559322033898;2,72000,72000,19,235,47565.0,47848.0,0,0.00017305555555555555,0.0001,0.0001377777777777778;1,88000,88000,20,1317,58642.0,87604.0,0,0.0001415909090909091,8.181818181818182e-05,0.00011272727272727272;
0.9;76236.0;76236.0;0;1;1;1000000;20,10000,10000,1,97,1278.0,115.0,0,0.0012460000000000001,0.00072,0.000992;19,10000,10000,2,1145,1278.0,1278.0,0,0.0012460000000000001,0.00072,0.000992;18,15000,15000,3,571,1867.0,1867.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;17,20000,20000,4,1438,3323.0,3323.0,0,0.0006230000000000001,0.00036,0.000496;16,22000,22000,5,126,3467.0,3467.0,0,0.0005663636363636364,0.00032727272727272726,0.0004509090909090909;15,26000,26000,6,1305,4790.0,4790.0,0,0.0004792307692307693,0.00027692307692307695,0.00038153846153846153;14,31000,31000,7,1422,6678.0,6230.0,0,0.0004019354838709678,0.00023225806451612904,0.00031999999999999997;13,35000,35000,8,711,10678.0,6959.0,0,0.00035600000000000003,0.00020571428571428572,0.0002834285714285714;12,35000,35000,9,1357,10678.0,8334.0,0,0.00035600000000000003,0.00020571428571428572,0.0002834285714285714;11,41000,41000,10,496,16678.0,8848.0,0,0.00030390243902439024,0.000175609756097561,0.0002419512195121951;10,48000,48000,11,4563,23678.0,14707.0,0,0.00025958333333333335,0.00015000000000000001,0.00020666666666666666;9,51000,51000,12,434,26678.0,15748.0,0,0.0002443137254901961,0.0001411764705882353,0.00019450980392156863;8,71000,71000,13,58,46678.0,15824.0,0,0.00017549295774647888,0.00010140845070422535,0.00013971830985915493;7,76000,76000,14,199,51678.0,16041.0,0,0.00016394736842105265,9.473684210526316e-05,0.00013052631578947368;6,77000,77000,15,5069,52678.0,24006.0,0,0.00016181818181818184,9.35064935064935e-05,0.00012883116883116884;5,78000,78000,16,10485,53678.0,44635.0,0,0.00015974358974358974,9.230769230769232e-05,0.00012717948717948718;4,82000,82000,17,2052,57678.0,47294.0,0,0.00015195121951219512,8.78048780487805e-05,0.00012097560975609756;3,83000,83000,18,8765,58678.0,68618.0,0,0.00015012048192771085,8.674698795180724e-05,0.00011951807228915662;2,92000,92000,19,2046,67508.0,74140.0,0,0.00013543478260869565,7.82608695652174e-05,0.00010782608695652174;1,98000,98000,20,1272,72798.0,76236.0,0,0.00012714285714285716,7.346938775510205e-05,0.00010122448979591836;
0.9;115845.0;115150.0;0;1;0;1000000;20,11000,11000,1,126,144.0,144.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;19,12000,12000,2,431,593.0,593.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;18,14000,14000,3,276,887.0,887.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;17,15000,15000,4,45,1639.0,950.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;16,16000,16000,5,14,2639.0,982.0,0,0.00077875,0.00045,0.00062;15,16000,16000,6,204,2639.0,1204.0,0,0.00077875,0.00045,0.00062;14,17000,17000,7,1391,3639.0,2613.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;13,17000,17000,8,1008,3639.0,3639.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;12,25000,25000,9,2913,7402.0,6570.0,0,0.0004984000000000001,0.000288,0.0003968;11,29000,29000,10,3547,11402.0,10135.0,0,0.00042965517241379313,0.00024827586206896553,0.00034206896551724136;10,33000,33000,11,4299,15402.0,15402.0,0,0.0003775757575757576,0.00021818181818181818,0.0003006060606060606;9,54000,54000,12,247,29328.0,15667.0,0,0.00023074074074074075,0.00013333333333333334,0.0001837037037037037;8,60000,60000,13,5612,35328.0,24579.0,0,0.00020766666666666668,0.00012,0.00016533333333333333;7,71000,71000,14,4084,46328.0,43427.0,0,0.00017549295774647888,0.00010140845070422535,0.00013971830985915493;6,76000,76000,15,2033,51328.0,45685.0,0,0.00016394736842105265,9.473684210526316e-05,0.00013052631578947368;5,78000,78000,16,3109,53328.0,49515.0,0,0.00015974358974358974,9.230769230769232e-05,0.00012717948717948718;4,81000,81000,17,877,56328.0,56479.0,0,0.00015382716049382717,8.888888888888889e-05,0.00012246913580246915;3,83000,83000,18,105,58328.0,56602.0,0,0.00015012048192771085,8.674698795180724e-05,0.00011951807228915662;2,89000,89000,19,3642,64328.0,110247.0,1,0.00014000000000000001,8.089887640449438e-05,0.00011146067415730337;1,94000,94000,20,677,65023.0,115150.0,1,0.0001325531914893617,7.659574468085106e-05,0.00010553191489361702;
0.9;119917.0;93914.0;0;1;0;1000000;20,11000,11000,1,149,167.0,167.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;19,12000,12000,2,263,771.0,448.0,0,0.0010383333333333334,0.0006000000000000001,0.0008266666666666666;18,14000,14000,3,2305,2771.0,2771.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;17,15000,15000,4,45,2834.0,2834.0,0,0.0008306666666666667,0.00048,0.0006613333333333333;16,16000,16000,5,472,3324.0,3324.0,0,0.00077875,0.00045,0.00062;15,17000,17000,6,36,3886.0,3378.0,0,0.0007329411764705883,0.0004235294117647059,0.0005835294117647058;14,20000,20000,7,1071,6886.0,4467.0,0,0.0006230000000000001,0.00036,0.000496;13,22000,22000,8,2171,8886.0,6656.0,0,0.0005663636363636364,0.00032727272727272726,0.0004509090909090909;12,23000,23000,9,899,9886.0,7573.0,0,0.0005417391304347826,0.0003130434782608696,0.000431304347826087;11,23000,23000,10,430,9886.0,8021.0,0,0.0005417391304347826,0.0003130434782608696,0.000431304347826087;10,25000,25000,11,626,11886.0,8665.0,0,0.0004984000000000001,0.000288,0.0003968;9,25000,25000,12,3036,11886.0,11886.0,0,0.0004984000000000001,0.000288,0.0003968;8,26000,26000,13,434,12621.0,12619.0,0,0.0004792307692307693,0.00027692307692307695,0.00038153846153846153;7,27000,27000,14,984,13621.0,13621.0,0,0.0004614814814814815,0.0002666666666666667,0.0003674074074074074;6,34000,34000,15,2572,19141.0,19141.0,0,0.00036647058823529417,0.00021176470588235295,0.0002917647058823529;5,46000,46000,16,24,23367.0,19183.0,0,0.0002708695652173913,0.0001565217391304348,0.0002156521739130435;4,49000,49000,17,1475,26367.0,21765.0,0,0.0002542857142857143,0.0001469387755102041,0.00020244897959183672;3,79000,79000,18,1329,56367.0,38234.0,0,0.00015772151898734178,9.113924050632912e-05,0.00012556962025316455;2,81000,81000,19,3665,58367.0,59115.0,0,0.00015382716049382717,8.888888888888889e-05,0.00012246913580246915;1,89000,89000,20,5414,66367.0,93914.0,1,0.00014000000000000001,8.089887640449438e-05,0.00011146067415730337;
0.9;67468.0;67468.0;0;1;1;1000000;20,10000,10000,1,760,2909.0,778.0,0,0.0012460000000000001,0.00072,0.000992;19,10000,10000,2,516,2909.0,1312.0,0,0.0012460000000000001,0.00072,0.000992;18,10000,10000,3,1579,2909.0,2909.0,0,0.0012460000000000001,0.00072,0.000992;17,11000,11000,4,557,3484.0,3484.0,0,0.0011327272727272729,0.0006545454545454545,0.0009018181818181818;16,13000,13000,5,67,3569.0,3569.0,0,0.0009584615384615386,0.0005538461538461539,0.0007630769230769231;15,14000,14000,6,423,4010.0,4010.0,0,0.0008900000000000001,0.0005142857142857143,0.0007085714285714285;14,18000,18000,7,1900,5928.0,5928.0,0,0.0006922222222222222,0.0004,0.0005511111111111112;13,20000,20000,8,234,7232.0,6180.0,0,0.0006230000000000001,0.00036,0.000496;12,20000,20000,9,19,7232.0,6217.0,0,0.0006230000000000001,0.00036,0.000496;11,21000,21000,10,84,8232.0,6319.0,0,0.0005933333333333334,0.00034285714285714285,0.00047238095238095237;10,25000,25000,11,141,12232.0,6478.0,0,0.0004984000000000001,0.000288,0.0003968;9,27000,27000,12,2454,14232.0,8950.0,0,0.0004614814814814815,0.0002666666666666667,0.0003674074074074074;8,28000,28000,13,1626,15232.0,14604.0,0,0.00044500000000000003,0.00025714285714285715,0.00035428571428571426;7,28000,28000,14,610,15232.0,15232.0,0,0.00044500000000000003,0.00025714285714285715,0.00035428571428571426;6,35000,35000,15,1438,16688.0,16688.0,0,0.00035600000000000003,0.00020571428571428572,0.0002834285714285714;5,39000,39000,16,728,18468.0,17434.0,0,0.0003194871794871795,0.00018461538461538463,0.00025435897435897436;4,75000,75000,17,1715,54468.0,24960.0,0,0.00016613333333333335,9.6e-05,0.00013226666666666667;3,81000,81000,18,504,60468.0,25641.0,0,0.00015382716049382717,8.888888888888889e-05,0.00012246913580246915;2,86000,86000,19,2345,65468.0,45279.0,0,0.00014488372093023256,8.372093023255814e-05,0.00011534883720930233;1,88000,88000,20,7380,67468.0,67468.0,0,0.0001415909090909091,8.181818181818182e-05,0.00011272727272727272;
