utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock, utilization_support_function_i
0.99;698918.0;221702.0;0;1;0;56700000;20,10000,10000,1,488,506.0,506.0,0,0.0018,0.0022199999999999998,0.001643;19,18900,18900,2,1624,3700.0,2148.0,0,0.0009523809523809524,0.0011746031746031746,0.0008693121693121693;18,20000,20000,3,4,4800.0,2170.0,0,0.0009,0.0011099999999999999,0.0008215;17,26250,26250,4,944,11050.0,3132.0,0,0.0006857142857142857,0.0008457142857142857,0.0006259047619047619;16,45000,45000,5,4203,29800.0,7353.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;15,45360,45360,6,1656,30160.0,9027.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;14,47250,47250,7,3485,32050.0,13036.0,0,0.00038095238095238096,0.0004698412698412698,0.0003477248677248677;13,50400,50400,8,405,35200.0,13459.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;12,54000,54000,9,2732,38800.0,16209.0,0,0.0003333333333333333,0.0004111111111111111,0.00030425925925925927;11,56250,56250,10,2036,41050.0,18263.0,0,0.00032,0.00039466666666666665,0.0002920888888888889;10,56700,56700,11,1042,41500.0,21493.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;9,64800,64800,12,2260,49600.0,23771.0,0,0.0002777777777777778,0.0003425925925925926,0.0002535493827160494;8,65625,65625,13,2373,50425.0,26162.0,0,0.00027428571428571427,0.00033828571428571425,0.00025036190476190477;7,67500,67500,14,4212,52300.0,31860.0,0,0.0002666666666666667,0.00032888888888888887,0.0002434074074074074;6,70875,70875,15,1261,55675.0,33139.0,0,0.00025396825396825396,0.00031322751322751324,0.00023181657848324514;5,78750,78750,16,2205,63550.0,35362.0,0,0.00022857142857142857,0.0002819047619047619,0.00020863492063492064;4,81000,81000,17,3605,65800.0,41155.0,0,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;3,87500,87500,18,3586,72300.0,44759.0,0,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;2,90000,90000,19,8836,74800.0,117673.0,1,0.0002,0.0002466666666666667,0.00018255555555555554;1,94500,94500,20,10485,79300.0,221702.0,1,0.00019047619047619048,0.0002349206349206349,0.00017386243386243385;
0.99;591241.0;261830.0;0;1;0;113400000;20,15750,15750,1,1605,1623.0,1623.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,20000,20000,2,680,3075.0,2321.0,0,0.0009,0.0011099999999999999,0.0008215;18,25200,25200,3,1354,8275.0,3693.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;17,26250,26250,4,2045,9325.0,5756.0,0,0.0006857142857142857,0.0008457142857142857,0.0006259047619047619;16,28350,28350,5,3998,11425.0,9772.0,0,0.0006349206349206349,0.000783068783068783,0.0005795414462081128;15,30240,30240,6,1930,13315.0,11720.0,0,0.0005952380952380953,0.0007341269841269841,0.0005433201058201058;14,35000,35000,7,1018,18075.0,12756.0,0,0.0005142857142857143,0.0006342857142857143,0.00046942857142857143;13,40000,40000,8,1874,23075.0,14648.0,0,0.00045,0.0005549999999999999,0.00041075;12,45000,45000,9,1757,28075.0,18046.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;11,50400,50400,10,139,33475.0,18203.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;10,52500,52500,11,2166,35575.0,21085.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;9,56700,56700,12,1658,39775.0,22761.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;8,70000,70000,13,3150,53075.0,37987.0,0,0.00025714285714285715,0.00031714285714285715,0.00023471428571428572;7,72000,72000,14,777,55075.0,38782.0,0,0.00025,0.0003083333333333333,0.00022819444444444444;6,75600,75600,15,2801,58675.0,44191.0,0,0.0002380952380952381,0.00029365079365079364,0.00021732804232804233;5,78750,78750,16,1911,61825.0,49518.0,0,0.00022857142857142857,0.0002819047619047619,0.00020863492063492064;4,81000,81000,17,2112,64075.0,67385.0,0,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;3,87500,87500,18,9913,70575.0,125566.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;2,90720,90720,19,478,73795.0,224011.0,1,0.0001984126984126984,0.0002447089947089947,0.00018110670194003528;1,100000,100000,20,3966,81912.0,261830.0,1,0.00018,0.000222,0.0001643;
0.99;444659.0;201723.0;0;1;0;56700000;20,15750,15750,1,311,421.0,329.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,18900,18900,2,1160,3571.0,1507.0,0,0.0009523809523809524,0.0011746031746031746,0.0008693121693121693;18,20000,20000,3,2431,4671.0,3956.0,0,0.0009,0.0011099999999999999,0.0008215;17,25200,25200,4,741,9871.0,4715.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;16,26250,26250,5,3111,10921.0,7844.0,0,0.0006857142857142857,0.0008457142857142857,0.0006259047619047619;15,30240,30240,6,1658,14911.0,9520.0,0,0.0005952380952380953,0.0007341269841269841,0.0005433201058201058;14,33750,33750,7,981,18421.0,10519.0,0,0.0005333333333333334,0.0006577777777777777,0.0004868148148148148;13,35000,35000,8,159,19671.0,10696.0,0,0.0005142857142857143,0.0006342857142857143,0.00046942857142857143;12,42000,42000,9,2129,26671.0,12843.0,0,0.00042857142857142855,0.0005285714285714286,0.0003911904761904762;11,45360,45360,10,2760,30031.0,15621.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;10,50000,50000,11,3749,34671.0,23344.0,0,0.00036,0.000444,0.0003286;9,50400,50400,12,3578,35071.0,32833.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;8,52500,52500,13,70,37171.0,32921.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;7,54000,54000,14,2051,38671.0,36166.0,0,0.0003333333333333333,0.0004111111111111111,0.00030425925925925927;6,56250,56250,15,2061,40921.0,39423.0,0,0.00032,0.00039466666666666665,0.0002920888888888889;5,75000,75000,16,789,59671.0,44826.0,0,0.00024,0.000296,0.00021906666666666666;4,81000,81000,17,5071,65671.0,78061.0,0,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;3,87500,87500,18,1624,72171.0,98807.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;2,90000,90000,19,2516,74671.0,130962.0,1,0.0002,0.0002466666666666667,0.00018255555555555554;1,90720,90720,20,6108,75391.0,201723.0,1,0.0001984126984126984,0.0002447089947089947,0.00018110670194003528;
0.99;613393.0;224964.0;0;1;0;113400000;20,15750,15750,1,1137,1257.0,1155.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,20000,20000,2,1597,5507.0,2770.0,0,0.0009,0.0011099999999999999,0.0008215;18,22500,22500,3,461,8007.0,3249.0,0,0.0008,0.0009866666666666667,0.0007302222222222222;17,28350,28350,4,5028,13857.0,8295.0,0,0.0006349206349206349,0.000783068783068783,0.0005795414462081128;16,35000,35000,5,267,20507.0,8580.0,0,0.0005142857142857143,0.0006342857142857143,0.00046942857142857143;15,40000,40000,6,844,25507.0,9442.0,0,0.00045,0.0005549999999999999,0.00041075;14,42000,42000,7,3411,27507.0,12871.0,0,0.00042857142857142855,0.0005285714285714286,0.0003911904761904762;13,45000,45000,8,1097,30507.0,13986.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;12,45360,45360,9,198,30867.0,14202.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;11,52500,52500,10,7241,38007.0,24710.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;10,56250,56250,11,3136,41757.0,27864.0,0,0.00032,0.00039466666666666665,0.0002920888888888889;9,56700,56700,12,5577,42207.0,39945.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;8,60480,60480,13,665,45987.0,49499.0,0,0.00029761904761904765,0.00036706349206349205,0.0002716600529100529;7,63000,63000,14,768,48507.0,50285.0,0,0.00028571428571428574,0.0003523809523809524,0.0002607936507936508;6,78750,78750,15,1995,64257.0,52298.0,0,0.00022857142857142857,0.0002819047619047619,0.00020863492063492064;5,81000,81000,16,1760,66507.0,97218.0,1,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;4,87500,87500,17,251,73007.0,99265.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;3,90000,90000,18,4193,75507.0,138673.0,1,0.0002,0.0002466666666666667,0.00018255555555555554;2,94500,94500,19,188,80007.0,151191.0,1,0.00019047619047619048,0.0002349206349206349,0.00017386243386243385;1,100000,100000,20,6089,85507.0,224964.0,1,0.00018,0.000222,0.0001643;
0.99;589304.0;235409.0;0;1;0;113400000;20,15750,15750,1,352,370.0,370.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,20000,20000,2,594,1310.0,982.0,0,0.0009,0.0011099999999999999,0.0008215;18,25200,25200,3,455,6510.0,1455.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;17,26250,26250,4,1123,7560.0,2596.0,0,0.0006857142857142857,0.0008457142857142857,0.0006259047619047619;16,37800,37800,5,2313,19110.0,4927.0,0,0.0004761904761904762,0.0005873015873015873,0.00043465608465608467;15,39375,39375,6,6586,20685.0,11531.0,0,0.00045714285714285713,0.0005638095238095238,0.0004172698412698413;14,40000,40000,7,4215,21310.0,16134.0,0,0.00045,0.0005549999999999999,0.00041075;13,45000,45000,8,603,26310.0,16755.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;12,50000,50000,9,859,31310.0,17632.0,0,0.00036,0.000444,0.0003286;11,56700,56700,10,782,38010.0,18432.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;10,65625,65625,11,1345,46935.0,19795.0,0,0.00027428571428571427,0.00033828571428571425,0.00025036190476190477;9,70000,70000,12,8190,51310.0,30229.0,0,0.00025714285714285715,0.00031714285714285715,0.00023471428571428572;8,72000,72000,13,2612,53310.0,33229.0,0,0.00025,0.0003083333333333333,0.00022819444444444444;7,75000,75000,14,491,56310.0,33738.0,0,0.00024,0.000296,0.00021906666666666666;6,75600,75600,15,4454,56910.0,55472.0,0,0.0002380952380952381,0.00029365079365079364,0.00021732804232804233;5,81000,81000,16,1964,62310.0,58254.0,0,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;4,84000,84000,17,538,65310.0,58810.0,0,0.00021428571428571427,0.0002642857142857143,0.0001955952380952381;3,84375,84375,18,8173,65685.0,69346.0,0,0.00021333333333333333,0.0002631111111111111,0.00019472592592592591;2,87500,87500,19,1326,67029.0,136014.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;1,100000,100000,20,9101,77646.0,235409.0,1,0.00018,0.000222,0.0001643;
0.99;471470.0;469095.0;0;1;0;113400000;20,15750,15750,1,675,1740.0,693.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,18900,18900,2,90,4890.0,801.0,0,0.0009523809523809524,0.0011746031746031746,0.0008693121693121693;18,20000,20000,3,1316,5990.0,2135.0,0,0.0009,0.0011099999999999999,0.0008215;17,25200,25200,4,4089,11190.0,6242.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;16,30240,30240,5,1317,16230.0,7577.0,0,0.0005952380952380953,0.0007341269841269841,0.0005433201058201058;15,39375,39375,6,1446,25365.0,9041.0,0,0.00045714285714285713,0.0005638095238095238,0.0004172698412698413;14,40000,40000,7,647,25990.0,9706.0,0,0.00045,0.0005549999999999999,0.00041075;13,45000,45000,8,884,30990.0,10608.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;12,45360,45360,9,146,31350.0,10772.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;11,50000,50000,10,1966,35990.0,12756.0,0,0.00036,0.000444,0.0003286;10,50400,50400,11,370,36390.0,13144.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;9,52500,52500,12,2822,38490.0,16677.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;8,56700,56700,13,139,42690.0,16834.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;7,60480,60480,14,2492,46470.0,19452.0,0,0.00029761904761904765,0.00036706349206349205,0.0002716600529100529;6,67500,67500,15,11220,53490.0,38267.0,0,0.0002666666666666667,0.00032888888888888887,0.0002434074074074074;5,72000,72000,16,7956,57990.0,66919.0,0,0.00025,0.0003083333333333333,0.00022819444444444444;4,75600,75600,17,5322,61590.0,114655.0,1,0.0002380952380952381,0.00029365079365079364,0.00021732804232804233;3,78750,78750,18,3993,64740.0,190896.0,1,0.00022857142857142857,0.0002819047619047619,0.00020863492063492064;2,84375,84375,19,1606,67614.0,359581.0,1,0.00021333333333333333,0.0002631111111111111,0.00019472592592592591;1,87500,87500,20,457,69000.0,469095.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;
0.99;349865.0;343666.0;0;1;0;56700000;20,10000,10000,1,161,179.0,179.0,0,0.0018,0.0022199999999999998,0.001643;19,15750,15750,2,1954,2151.0,2151.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;18,25200,25200,3,41,9513.0,2210.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;17,28350,28350,4,438,12663.0,2666.0,0,0.0006349206349206349,0.000783068783068783,0.0005795414462081128;16,33750,33750,5,401,18063.0,3085.0,0,0.0005333333333333334,0.0006577777777777777,0.0004868148148148148;15,35000,35000,6,4973,19313.0,8076.0,0,0.0005142857142857143,0.0006342857142857143,0.00046942857142857143;14,37800,37800,7,1208,22113.0,9302.0,0,0.0004761904761904762,0.0005873015873015873,0.00043465608465608467;13,45360,45360,8,274,29673.0,9594.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;12,47250,47250,9,651,31563.0,10442.0,0,0.00038095238095238096,0.0004698412698412698,0.0003477248677248677;11,50400,50400,10,5256,34713.0,15716.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;10,52500,52500,11,6964,36813.0,24849.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;9,63000,63000,12,273,47313.0,25140.0,0,0.00028571428571428574,0.0003523809523809524,0.0002607936507936508;8,70000,70000,13,7942,54313.0,42581.0,0,0.00025714285714285715,0.00031714285714285715,0.00023471428571428572;7,75600,75600,14,5355,59913.0,66279.0,0,0.0002380952380952381,0.00029365079365079364,0.00021732804232804233;6,78750,78750,15,278,63063.0,66575.0,0,0.00022857142857142857,0.0002819047619047619,0.00020863492063492064;5,84375,84375,16,402,68688.0,66995.0,0,0.00021333333333333333,0.0002631111111111111,0.00019472592592592591;4,87500,87500,17,5050,71813.0,98705.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;3,90000,90000,18,7957,74313.0,136876.0,1,0.0002,0.0002466666666666667,0.00018255555555555554;2,94500,94500,19,340,78813.0,339322.0,1,0.00019047619047619048,0.0002349206349206349,0.00017386243386243385;1,100000,100000,20,1391,84313.0,343666.0,1,0.00018,0.000222,0.0001643;
0.99;495686.0;245210.0;0;1;0;113400000;20,15750,15750,1,290,308.0,308.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;19,18900,18900,2,1512,2621.0,1838.0,0,0.0009523809523809524,0.0011746031746031746,0.0008693121693121693;18,22500,22500,3,369,6221.0,2225.0,0,0.0008,0.0009866666666666667,0.0007302222222222222;17,33750,33750,4,2494,17471.0,4737.0,0,0.0005333333333333334,0.0006577777777777777,0.0004868148148148148;16,35000,35000,5,94,18721.0,4849.0,0,0.0005142857142857143,0.0006342857142857143,0.00046942857142857143;15,39375,39375,6,1836,23096.0,6703.0,0,0.00045714285714285713,0.0005638095238095238,0.0004172698412698413;14,42000,42000,7,405,25721.0,7126.0,0,0.00042857142857142855,0.0005285714285714286,0.0003911904761904762;13,45360,45360,8,1718,29081.0,8862.0,0,0.0003968253968253968,0.0004894179894179894,0.00036221340388007056;12,47250,47250,9,1428,30971.0,10308.0,0,0.00038095238095238096,0.0004698412698412698,0.0003477248677248677;11,50000,50000,10,658,33721.0,10984.0,0,0.00036,0.000444,0.0003286;10,56250,56250,11,36,39971.0,11038.0,0,0.00032,0.00039466666666666665,0.0002920888888888889;9,63000,63000,12,6412,46721.0,17776.0,0,0.00028571428571428574,0.0003523809523809524,0.0002607936507936508;8,64800,64800,13,3245,48521.0,22956.0,0,0.0002777777777777778,0.0003425925925925926,0.0002535493827160494;7,65625,65625,14,2079,49346.0,25053.0,0,0.00027428571428571427,0.00033828571428571425,0.00025036190476190477;6,70000,70000,15,314,53721.0,25385.0,0,0.00025714285714285715,0.00031714285714285715,0.00023471428571428572;5,72000,72000,16,2837,55721.0,28240.0,0,0.00025,0.0003083333333333333,0.00022819444444444444;4,75000,75000,17,5600,58721.0,36790.0,0,0.00024,0.000296,0.00021906666666666666;3,84000,84000,18,20846,67721.0,104222.0,1,0.00021428571428571427,0.0002642857142857143,0.0001955952380952381;2,84375,84375,19,2325,68096.0,165786.0,1,0.00021333333333333333,0.0002631111111111111,0.00019472592592592591;1,87500,87500,20,4866,71221.0,245210.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;
0.99;492762.0;258522.0;0;1;0;56700000;20,10000,10000,1,278,296.0,296.0,0,0.0018,0.0022199999999999998,0.001643;19,15750,15750,2,1274,1588.0,1588.0,0,0.001142857142857143,0.0014095238095238095,0.0010431746031746032;18,20000,20000,3,189,1795.0,1795.0,0,0.0009,0.0011099999999999999,0.0008215;17,25200,25200,4,1227,3150.0,3040.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;16,26250,26250,5,790,4200.0,3848.0,0,0.0006857142857142857,0.0008457142857142857,0.0006259047619047619;15,30240,30240,6,1977,8190.0,5843.0,0,0.0005952380952380953,0.0007341269841269841,0.0005433201058201058;14,42000,42000,7,191,19950.0,6052.0,0,0.00042857142857142855,0.0005285714285714286,0.0003911904761904762;13,45000,45000,8,3012,22950.0,9082.0,0,0.0004,0.0004933333333333334,0.0003651111111111111;12,47250,47250,9,248,25200.0,9348.0,0,0.00038095238095238096,0.0004698412698412698,0.0003477248677248677;11,50000,50000,10,2250,27950.0,11912.0,0,0.00036,0.000444,0.0003286;10,50400,50400,11,5381,28350.0,18603.0,0,0.00035714285714285714,0.00044047619047619046,0.0003259920634920635;9,56700,56700,12,5830,34650.0,24954.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;8,60000,60000,13,553,37950.0,27578.0,0,0.0003,0.00037,0.00027383333333333334;7,63000,63000,14,4043,40950.0,35222.0,0,0.00028571428571428574,0.0003523809523809524,0.0002607936507936508;6,64800,64800,15,6183,42750.0,41926.0,0,0.0002777777777777778,0.0003425925925925926,0.0002535493827160494;5,65625,65625,16,1424,43575.0,43577.0,0,0.00027428571428571427,0.00033828571428571425,0.00025036190476190477;4,70875,70875,17,4147,48825.0,88612.0,1,0.00025396825396825396,0.00031322751322751324,0.00023181657848324514;3,84375,84375,18,1729,62072.0,113214.0,1,0.00021333333333333333,0.0002631111111111111,0.00019472592592592591;2,87500,87500,19,4862,65197.0,167374.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;1,90720,90720,20,3569,68417.0,258522.0,1,0.0001984126984126984,0.0002447089947089947,0.00018110670194003528;
0.99;592903.0;279163.0;0;1;0;113400000;20,10000,10000,1,184,202.0,202.0,0,0.0018,0.0022199999999999998,0.001643;19,20000,20000,2,664,884.0,884.0,0,0.0009,0.0011099999999999999,0.0008215;18,25200,25200,3,622,5197.0,1524.0,0,0.0007142857142857143,0.0008809523809523809,0.000651984126984127;17,30240,30240,4,2823,10237.0,4365.0,0,0.0005952380952380953,0.0007341269841269841,0.0005433201058201058;16,40000,40000,5,9866,19997.0,14451.0,0,0.00045,0.0005549999999999999,0.00041075;15,47250,47250,6,438,27247.0,14907.0,0,0.00038095238095238096,0.0004698412698412698,0.0003477248677248677;14,50000,50000,7,521,29997.0,15446.0,0,0.00036,0.000444,0.0003286;13,52500,52500,8,2881,32497.0,18345.0,0,0.00034285714285714285,0.00042285714285714284,0.00031295238095238094;12,56700,56700,9,831,36697.0,19194.0,0,0.00031746031746031746,0.0003915343915343915,0.0002897707231040564;11,60000,60000,10,1365,39997.0,21461.0,0,0.0003,0.00037,0.00027383333333333334;10,60480,60480,11,1351,40477.0,22830.0,0,0.00029761904761904765,0.00036706349206349205,0.0002716600529100529;9,63000,63000,12,2564,42997.0,26052.0,0,0.00028571428571428574,0.0003523809523809524,0.0002607936507936508;8,65625,65625,13,1676,45622.0,27746.0,0,0.00027428571428571427,0.00033828571428571425,0.00025036190476190477;7,67500,67500,14,454,47497.0,28218.0,0,0.0002666666666666667,0.00032888888888888887,0.0002434074074074074;6,72000,72000,15,5126,51997.0,36405.0,0,0.00025,0.0003083333333333333,0.00022819444444444444;5,75000,75000,16,11953,54997.0,96207.0,1,0.00024,0.000296,0.00021906666666666666;4,81000,81000,17,109,60997.0,114318.0,1,0.00022222222222222223,0.00027407407407407404,0.0002028395061728395;3,87500,87500,18,3471,65576.0,117934.0,1,0.00020571428571428572,0.0002537142857142857,0.00018777142857142858;2,90720,90720,19,1309,68796.0,196069.0,1,0.0001984126984126984,0.0002447089947089947,0.00018110670194003528;1,100000,100000,20,5322,78076.0,279163.0,1,0.00018,0.000222,0.0001643;
